UF,COD.UF,COD.MUNIC,NOMEDOMUNICÍPIO,POPULAÇÃO
MG,31.0,51404.0,Pitangui,26.568
MG,31.0,51503.0,Piumhi,34.834
MG,31.0,51602.0,Planura,10.503
MG,31.0,51701.0,Poço Fundo,15.831
MG,31.0,51800.0,Poços de Caldas,172.869
MG,31.0,51909.0,Pocrane,8.715
MG,31.0,52006.0,Pompéu,30.493
MG,31.0,52105.0,Ponte Nova,58.779
MG,31.0,52131.0,Ponto Chique,3.775
MG,31.0,52170.0,Ponto dos Volantes,10.584
MG,31.0,52204.0,Porteirinha,37.321
MG,31.0,52303.0,Porto Firme,10.571
MG,31.0,52402.0,Poté,13.643
MG,31.0,52501.0,Pouso Alegre,162.028
MG,31.0,52600.0,Pouso Alto,6.567
MG,31.0,52709.0,Prados,8.964
MG,31.0,52808.0,Prata,28.678
MG,31.0,52907.0,Pratápolis,8.416
MG,31.0,53004.0,Pratinha,3.566
MG,31.0,53103.0,Presidente Bernardes,4.845
MG,31.0,53202.0,Presidente Juscelino,3.63
MG,31.0,53301.0,Presidente Kubitschek,3.075
MG,31.0,53400.0,Presidente Olegário,19.471
MG,31.0,53509.0,Alto Jequitibá,8.394
MG,31.0,53608.0,Prudente de Morais,12.224
MG,31.0,53707.0,Quartel Geral,3.15
MG,31.0,53806.0,Queluzito,1.778
MG,31.0,53905.0,Raposos,16.266
MG,31.0,54002.0,Raul Soares,23.387
MG,31.0,54101.0,Recreio,11.016
MG,31.0,54150.0,Reduto,7.865
MG,31.0,54200.0,Resende Costa,11.004
MG,31.0,54309.0,Resplendor,15.775
MG,31.0,54408.0,Ressaquinha,4.548
MG,31.0,54457.0,Riachinho,8.197
MG,31.0,54507.0,Riacho dos Machados,8.757
MG,31.0,54606.0,Ribeirão das Neves,327.968
MG,31.0,54705.0,Ribeirão Vermelho,3.953
MG,31.0,54804.0,Rio Acima,10.263
MG,31.0,54903.0,Rio Casca,12.795
MG,31.0,55009.0,Rio Doce,2.121
MG,31.0,55108.0,Rio do Prado,4.631
MG,31.0,55207.0,Rio Espera,5.432
MG,31.0,55306.0,Rio Manso,5.527
MG,31.0,55405.0,Rio Novo,8.45
MG,31.0,55504.0,Rio Paranaíba,14.602
MG,31.0,55603.0,Rio Pardo de Minas,27.708
MG,31.0,55702.0,Rio Piracicaba,14.12
MG,31.0,55801.0,Rio Pomba,17.721
MG,31.0,55900.0,Rio Preto,5.04
MG,31.0,56007.0,Rio Vermelho,12.457
MG,31.0,56106.0,Ritápolis,4.984
MG,31.0,56205.0,Rochedo de Minas,2.292
MG,31.0,56304.0,Rodeiro,8.596
MG,31.0,56403.0,Romaria,3.104
MG,31.0,56452.0,Rosário da Limeira,4.736
MG,31.0,56502.0,Rubelita,5.695
MG,31.0,56601.0,Rubim,10.321
MG,31.0,56700.0,Sabará,131.294
MG,31.0,56809.0,Sabinópolis,13.797
MG,31.0,56908.0,Sacramento,25.888
MG,31.0,57005.0,Salinas,39.969
MG,31.0,57104.0,Salto da Divisa,6.015
MG,31.0,57203.0,Santa Bárbara,29.491
MG,31.0,57252.0,Santa Bárbara do Leste,7.99
MG,31.0,57278.0,Santa Bárbara do Monte Verde,2.963
MG,31.0,57302.0,Santa Bárbara do Tugúrio,4.204
MG,31.0,57336.0,Santa Cruz de Minas,8.074
MG,31.0,57377.0,Santa Cruz de Salinas,3.908
MG,31.0,57401.0,Santa Cruz do Escalvado,4.852
MG,31.0,57500.0,Santa Efigênia de Minas,4.272
MG,31.0,57609.0,Santa Fé de Minas,3.521
MG,31.0,57658.0,Santa Helena de Minas,5.897
MG,31.0,57708.0,Santa Juliana,15.786
MG,31.0,57807.0,Santa Luzia,213.709
MG,31.0,57906.0,Santa Margarida,16.414
MG,31.0,58003.0,Santa Maria de Itabira,10.133
MG,31.0,58102.0,Santa Maria do Salto,4.666
MG,31.0,58201.0,Santa Maria do Suaçuí,12.652
MG,31.0,58300.0,Santana da Vargem,6.561
MG,31.0,58409.0,Santana de Cataguases,3.503
MG,31.0,58508.0,Santana de Pirapama,7.014
MG,31.0,58607.0,Santana do Deserto,3.732
MG,31.0,58706.0,Santana do Garambéu,2.14
MG,31.0,58805.0,Santana do Jacaré,4.214
MG,31.0,58904.0,Santana do Manhuaçu,9.01
MG,31.0,58953.0,Santana do Paraíso,37.113
MG,31.0,59001.0,Santana do Riacho,5.754
MG,31.0,59100.0,Santana dos Montes,3.469
MG,31.0,59209.0,Santa Rita de Caldas,8.4
MG,31.0,59308.0,Santa Rita de Jacutinga,4.768
MG,31.0,59357.0,Santa Rita de Minas,6.214
MG,31.0,59407.0,Santa Rita de Ibitipoca,3.303
MG,31.0,59506.0,Santa Rita do Itueto,5.831
MG,31.0,59605.0,Santa Rita do Sapucaí,40.719
MG,31.0,59704.0,Santa Rosa da Serra,3.414
MG,31.0,59803.0,Santa Vitória,20.538
MG,31.0,59902.0,Santo Antônio do Amparo,16.723
MG,31.0,60009.0,Santo Antônio do Aventureiro,3.77
MG,31.0,60108.0,Santo Antônio do Grama,4.229
MG,31.0,60207.0,Santo Antônio do Itambé,3.846
MG,31.0,60306.0,Santo Antônio do Jacinto,10.251
MG,31.0,60405.0,Santo Antônio do Monte,28.345
MG,31.0,60454.0,Santo Antônio do Retiro,6.621
MG,31.0,60504.0,Santo Antônio do Rio Abaixo,1.808
MG,31.0,60603.0,Santo Hipólito,2.593
MG,31.0,60702.0,Santos Dumont,44.14
MG,31.0,60801.0,São Bento Abade,4.71
MG,31.0,60900.0,São Brás do Suaçuí,3.987
MG,31.0,60959.0,São Domingos das Dores,5.621
MG,31.0,61007.0,São Domingos do Prata,17.399
MG,31.0,61056.0,São Félix de Minas,3.204
MG,31.0,61106.0,São Francisco,51.321
MG,31.0,61205.0,São Francisco de Paula,6.429
MG,31.0,61304.0,São Francisco de Sales,5.532
MG,31.0,61403.0,São Francisco do Glória,4.796
MG,31.0,61502.0,São Geraldo,10.27
MG,31.0,61601.0,São Geraldo da Piedade,3.307
MG,31.0,61650.0,São Geraldo do Baixio,3.104
MG,31.0,61700.0,São Gonçalo do Abaeté,7.152
MG,31.0,61809.0,São Gonçalo do Pará,11.688
MG,31.0,61908.0,São Gonçalo do Rio Abaixo,12.466
MG,31.0,62005.0,São Gonçalo do Sapucaí,23.792
MG,31.0,62104.0,São Gotardo,41.114
MG,31.0,62203.0,São João Batista do Glória,7.455
MG,31.0,62252.0,São João da Lagoa,4.818
MG,31.0,62302.0,São João da Mata,2.803
MG,31.0,62401.0,São João da Ponte,23.84
MG,31.0,62450.0,São João das Missões,12.986
MG,31.0,62500.0,São João del Rei,93.778
MG,31.0,62559.0,São João do Manhuaçu,11.245
MG,31.0,62575.0,São João do Manteninha,5.329
MG,31.0,62609.0,São João do Oriente,7.049
MG,31.0,62658.0,São João do Pacuí,3.884
MG,31.0,62708.0,São João do Paraíso,20.502
MG,31.0,62807.0,São João Evangelista,14.864
MG,31.0,62906.0,São João Nepomuceno,24.97
MG,31.0,62922.0,São Joaquim de Bicas,34.677
MG,31.0,62948.0,São José da Barra,7.862
MG,31.0,62955.0,São José da Lapa,27.125
MG,31.0,63003.0,São José da Safira,3.769
MG,31.0,63102.0,São José da Varginha,4.392
MG,31.0,63201.0,São José do Alegre,4.125
MG,31.0,63300.0,São José do Divino,3.437
MG,31.0,63409.0,São José do Goiabal,5.4
MG,31.0,63508.0,São José do Jacuri,6.098
MG,31.0,63607.0,São José do Mantimento,2.768
MG,31.0,63706.0,São Lourenço,44.432
MG,31.0,63805.0,São Miguel do Anta,6.219
MG,31.0,63904.0,São Pedro da União,4.869
MG,31.0,64001.0,São Pedro dos Ferros,7.122
MG,31.0,64100.0,São Pedro do Suaçuí,5.108
MG,31.0,64209.0,São Romão,9.783
MG,31.0,64308.0,São Roque de Minas,6.893
MG,31.0,64407.0,São Sebastião da Bela Vista,6.39
MG,31.0,64431.0,São Sebastião da Vargem Alegre,3.113
MG,31.0,64472.0,São Sebastião do Anta,6.195
MG,31.0,64506.0,São Sebastião do Maranhão,9.918
MG,31.0,64605.0,São Sebastião do Oeste,8.819
MG,31.0,64704.0,São Sebastião do Paraíso,70.976
MG,31.0,64803.0,São Sebastião do Rio Preto,1.231
MG,31.0,64902.0,São Sebastião do Rio Verde,2.299
MG,31.0,65008.0,São Tiago,11.741
MG,31.0,65107.0,São Tomás de Aquino,6.745
MG,31.0,65206.0,São Tomé das Letras,6.782
MG,31.0,65305.0,São Vicente de Minas,6.669
MG,31.0,65404.0,Sapucaí-Mirim,6.288
MG,31.0,65503.0,Sardoá,4.774
MG,31.0,65537.0,Sarzedo,36.581
MG,31.0,65552.0,Setubinha,9.797
MG,31.0,65560.0,Sem-Peixe,2.382
MG,31.0,65578.0,Senador Amaral,6.208
MG,31.0,65602.0,Senador Cortes,2.237
MG,31.0,65701.0,Senador Firmino,7.716
MG,31.0,65800.0,Senador José Bento,2.071
MG,31.0,65909.0,Senador Modestino Gonçalves,3.926
MG,31.0,66006.0,Senhora de Oliveira,5.295
MG,31.0,66105.0,Senhora do Porto,3.032
MG,31.0,66204.0,Senhora dos Remédios,9.925
MG,31.0,66303.0,Sericita,7.345
MG,31.0,66402.0,Seritinga,1.812
MG,31.0,66501.0,Serra Azul de Minas,3.906
MG,31.0,66600.0,Serra da Saudade,836.0
MG,31.0,66709.0,Serra dos Aimorés,6.847
MG,31.0,66808.0,Serra do Salitre,13.152
MG,31.0,66907.0,Serrania,7.518
MG,31.0,66956.0,Serranópolis de Minas,4.398
MG,31.0,67004.0,Serranos,1.952
MG,31.0,67103.0,Serro,21.813
MG,31.0,67202.0,Sete Lagoas,233.398
MG,31.0,67301.0,Silveirânia,2.322
MG,31.0,67400.0,Silvianópolis,6.061
MG,31.0,67509.0,Simão Pereira,2.913
MG,31.0,67608.0,Simonésia,19.807
MG,31.0,67707.0,Sobrália,4.893
MG,31.0,67806.0,Soledade de Minas,5.602
MG,31.0,67905.0,Tabuleiro,3.926
MG,31.0,68002.0,Taiobeiras,33.071
MG,31.0,68051.0,Taparuba,3.39
MG,31.0,68101.0,Tapira,3.975
MG,31.0,68200.0,Tapiraí,1.689
MG,31.0,68309.0,Taquaraçu de Minas,4.135
MG,31.0,68408.0,Tarumirim,11.9
MG,31.0,68507.0,Teixeiras,12.105
MG,31.0,68606.0,Teófilo Otoni,142.03
MG,31.0,68705.0,Timóteo,77.856
MG,31.0,68804.0,Tiradentes,7.508
MG,31.0,68903.0,Tiros,8.152
MG,31.0,69000.0,Tocantins,14.912
MG,31.0,69059.0,Tocos do Moji,4.086
MG,31.0,69109.0,Toledo,7.19
MG,31.0,69208.0,Tombos,8.621
MG,31.0,69307.0,Três Corações,75.313
MG,31.0,69356.0,Três Marias,28.32
MG,31.0,69406.0,Três Pontas,53.511
MG,31.0,69505.0,Tumiritinga,5.611
MG,31.0,69604.0,Tupaciguara,25.5
MG,31.0,69703.0,Turmalina,19.933
MG,31.0,69802.0,Turvolândia,4.859
MG,31.0,69901.0,Ubá,98.705
MG,31.0,70008.0,Ubaí,11.606
MG,31.0,70057.0,Ubaporanga,12.805
MG,31.0,70107.0,Uberaba,359.09
MG,31.0,70206.0,Uberlândia,725.536
MG,31.0,70305.0,Umburatiba,2.686
MG,31.0,70404.0,Unaí,86.867
MG,31.0,70438.0,União de Minas,3.671
MG,31.0,70479.0,Uruana de Minas,3.268
MG,31.0,70503.0,Urucânia,10.48
MG,31.0,70529.0,Urucuia,17.433
MG,31.0,70578.0,Vargem Alegre,6.195
MG,31.0,70602.0,Vargem Bonita,1.984
MG,31.0,70651.0,Vargem Grande do Rio Pardo,4.631
MG,31.0,70701.0,Varginha,137.078
MG,31.0,70750.0,Varjão de Minas,7.023
MG,31.0,70800.0,Várzea da Palma,32.885
MG,31.0,70909.0,Varzelândia,18.842
MG,31.0,71006.0,Vazante,20.771
MG,31.0,71030.0,Verdelândia,7.348
MG,31.0,71071.0,Veredinha,5.148
MG,31.0,71105.0,Veríssimo,3.289
MG,31.0,71154.0,Vermelho Novo,4.916
MG,31.0,71204.0,Vespasiano,137.821
MG,31.0,71303.0,Viçosa,85.119
MG,31.0,71402.0,Vieiras,3.701
MG,31.0,71501.0,Mathias Lobato,2.912
MG,31.0,71600.0,Virgem da Lapa,11.513
MG,31.0,71709.0,Virgínia,8.933
MG,31.0,71808.0,Virginópolis,10.336
MG,31.0,71907.0,Virgolândia,4.848
MG,31.0,72004.0,Visconde do Rio Branco,38.493
MG,31.0,72103.0,Volta Grande,4.367
MG,31.0,72202.0,Wenceslau Braz,2.279
ES,32.0,102.0,Afonso Cláudio,30.603
ES,32.0,136.0,Águia Branca,9.714
ES,32.0,169.0,Água Doce do Norte,12.038
ES,32.0,201.0,Alegre,26.397
ES,32.0,300.0,Alfredo Chaves,13.303
ES,32.0,359.0,Alto Rio Novo,7.438
ES,32.0,409.0,Anchieta,29.613
ES,32.0,508.0,Apiacá,7.178
ES,32.0,607.0,Aracruz,99.336
ES,32.0,706.0,Atílio Vivácqua,11.218
ES,32.0,805.0,Baixo Guandu,30.676
ES,32.0,904.0,Barra de São Francisco,40.753
ES,32.0,1001.0,Boa Esperança,13.134
ES,32.0,1100.0,Bom Jesus do Norte,9.832
ES,32.0,1159.0,Brejetuba,12.933
ES,32.0,1209.0,Cachoeiro de Itapemirim,196.133
ES,32.0,1308.0,Cariacica,375.5
ES,32.0,1407.0,Castelo,39.372
ES,32.0,1506.0,Colatina,124.575
ES,32.0,1605.0,Conceição da Barra,27.947
ES,32.0,1704.0,Conceição do Castelo,12.219
ES,32.0,1803.0,Divino de São Lourenço,5.089
ES,32.0,1902.0,Domingos Martins,35.937
ES,32.0,2009.0,Dores do Rio Preto,6.669
ES,32.0,2108.0,Ecoporanga,21.995
ES,32.0,2207.0,Fundão,17.884
ES,32.0,2256.0,Governador Lindenberg,11.073
ES,32.0,2306.0,Guaçuí,28.727
ES,32.0,2405.0,Guarapari,132.915
ES,32.0,2454.0,Ibatiba,25.296
ES,32.0,2504.0,Ibiraçu,12.561
ES,32.0,2553.0,Ibitirama,9.55
ES,32.0,2603.0,Iconha,12.055
ES,32.0,2652.0,Irupi,13.328
ES,32.0,2702.0,Itaguaçu,14.368
ES,32.0,2801.0,Itapemirim,45.801
ES,32.0,2900.0,Itarana,12.452
ES,32.0,3007.0,Iúna,27.846
ES,32.0,3056.0,Jaguaré,28.911
ES,32.0,3106.0,Jerônimo Monteiro,11.627
ES,32.0,3130.0,João Neiva,15.431
ES,32.0,3163.0,Laranja da Terra,11.068
ES,32.0,3205.0,Linhares,171.265
ES,32.0,3304.0,Mantenópolis,12.259
ES,32.0,3320.0,Marataízes,46.198
ES,32.0,3346.0,Marechal Floriano,19.594
ES,32.0,3353.0,Marilândia,12.975
ES,32.0,3403.0,Mimoso do Sul,24.769
ES,32.0,3502.0,Montanha,18.851
ES,32.0,3601.0,Mucurici,5.467
ES,32.0,3700.0,Muniz Freire,18.169
ES,32.0,3809.0,Muqui,15.736
ES,32.0,3908.0,Nova Venécia,48.22
ES,32.0,4005.0,Pancas,18.923
ES,32.0,4054.0,Pedro Canário,21.343
ES,32.0,4104.0,Pinheiros,23.674
ES,32.0,4203.0,Piúma,21.124
ES,32.0,4252.0,Ponto Belo,6.486
ES,32.0,4302.0,Presidente Kennedy,14.718
ES,32.0,4351.0,Rio Bananal,19.035
ES,32.0,4401.0,Rio Novo do Sul,11.017
ES,32.0,4500.0,Santa Leopoldina,15.83
ES,32.0,4559.0,Santa Maria de Jetibá,46.523
ES,32.0,4609.0,Santa Teresa,25.755
ES,32.0,4658.0,São Domingos do Norte,8.588
ES,32.0,4708.0,São Gabriel da Palha,34.198
ES,32.0,4807.0,São José do Calçado,10.875
ES,32.0,4906.0,São Mateus,122.386
ES,32.0,4955.0,São Roque do Canaã,10.594
ES,32.0,5002.0,Serra,546.405
ES,32.0,5010.0,Sooretama,27.255
ES,32.0,5036.0,Vargem Alta,22.285
ES,32.0,5069.0,Venda Nova do Imigrante,23.964
ES,32.0,5101.0,Viana,71.443
ES,32.0,5150.0,Vila Pavão,8.89
ES,32.0,5176.0,Vila Valério,14.764
ES,32.0,5200.0,Vila Velha,493.242
ES,32.0,5309.0,Vitória,331.785
RJ,33.0,100.0,Angra dos Reis,181.228
RJ,33.0,159.0,Aperibé,10.893
RJ,33.0,209.0,Araruama,126.726
RJ,33.0,225.0,Areal,11.765
RJ,33.0,233.0,Armação dos Búzios,39.033
RJ,33.0,258.0,Arraial do Cabo,31.03
RJ,33.0,308.0,Barra do Piraí,91.025
RJ,33.0,407.0,Barra Mansa,166.654
RJ,33.0,456.0,Belford Roxo,446.731
RJ,33.0,506.0,Bom Jardim,28.166
RJ,33.0,605.0,Bom Jesus do Itabapoana,35.797
RJ,33.0,704.0,Cabo Frio,214.057
RJ,33.0,803.0,Cachoeiras de Macacu,53.887
RJ,33.0,902.0,Cambuci,14.245
RJ,33.0,936.0,Carapebus,13.36
RJ,33.0,951.0,Comendador Levy Gasparian,8.769
RJ,33.0,1009.0,Campos dos Goytacazes,474.667
RJ,33.0,1108.0,Cantagalo,19.443
RJ,33.0,1157.0,Cardoso Moreira,12.686
RJ,33.0,1207.0,Carmo,17.149
RJ,33.0,1306.0,Casimiro de Abreu,45.57
RJ,33.0,1405.0,Conceição de Macabu,20.814
RJ,33.0,1504.0,Cordeiro,20.843
RJ,33.0,1603.0,Duas Barras,11.102
RJ,33.0,1702.0,Duque de Caxias,782.799
RJ,33.0,1801.0,Engenheiro Paulo de Frontin,11.822
RJ,33.0,1850.0,Guapimirim,50.409
RJ,33.0,1876.0,Iguaba Grande,27.651
RJ,33.0,1900.0,Itaboraí,231.004
RJ,33.0,2007.0,Itaguaí,132.867
RJ,33.0,2056.0,Italva,13.729
RJ,33.0,2106.0,Itaocara,22.989
RJ,33.0,2205.0,Itaperuna,99.3
RJ,33.0,2254.0,Itatiaia,30.766
RJ,33.0,2270.0,Japeri,96.595
RJ,33.0,2304.0,Laje do Muriaé,6.767
RJ,33.0,2403.0,Macaé,262.692
RJ,33.0,2452.0,Macuco,5.446
RJ,33.0,2502.0,Magé,248.208
RJ,33.0,2601.0,Mangaratiba,38.953
RJ,33.0,2700.0,Maricá,223.938
RJ,33.0,2809.0,Mendes,17.461
RJ,33.0,2858.0,Mesquita,168.849
RJ,33.0,2908.0,Miguel Pereira,26.301
RJ,33.0,3005.0,Miracema,26.644
RJ,33.0,3104.0,Natividade,14.938
RJ,33.0,3203.0,Nilópolis,150.281
RJ,33.0,3302.0,Niterói,523.664
RJ,33.0,3401.0,Nova Friburgo,204.625
RJ,33.0,3500.0,Nova Iguaçu,819.134
RJ,33.0,3609.0,Paracambi,41.146
RJ,33.0,3708.0,Paraíba do Sul,41.786
RJ,33.0,3807.0,Paraty,50.592
RJ,33.0,3856.0,Paty do Alferes,29.39
RJ,33.0,3906.0,Petrópolis,304.758
RJ,33.0,3955.0,Pinheiral,24.553
RJ,33.0,4003.0,Piraí,27.996
RJ,33.0,4102.0,Porciúncula,16.958
RJ,33.0,4110.0,Porto Real,20.375
RJ,33.0,4128.0,Quatis,12.646
RJ,33.0,4144.0,Queimados,139.194
RJ,33.0,4151.0,Quissamã,21.749
RJ,33.0,4201.0,Resende,128.46
RJ,33.0,4300.0,Rio Bonito,55.068
RJ,33.0,4409.0,Rio Claro,18.544
RJ,33.0,4508.0,Rio das Flores,9.387
RJ,33.0,4524.0,Rio das Ostras,149.562
RJ,33.0,4557.0,Rio de Janeiro,"6,625,849"
RJ,33.0,4607.0,Santa Maria Madalena,9.704
RJ,33.0,4706.0,Santo Antônio de Pádua,40.87
RJ,33.0,4755.0,São Francisco de Itabapoana,44.939
RJ,33.0,4805.0,São Fidélis,38.711
RJ,33.0,4904.0,São Gonçalo,929.446
RJ,33.0,5000.0,São João da Barra,36.518
RJ,33.0,5109.0,São João de Meriti,393.773
RJ,33.0,5133.0,São José de Ubá,7.07
RJ,33.0,5158.0,São José do Vale do Rio Preto,22.125
RJ,33.0,5208.0,São Pedro da Aldeia,102.29
RJ,33.0,5307.0,São Sebastião do Alto,7.707
RJ,33.0,5406.0,Sapucaia,18.585
RJ,33.0,5505.0,Saquarema,88.755
RJ,33.0,5554.0,Seropédica,85.359
RJ,33.0,5604.0,Silva Jardim,21.509
RJ,33.0,5703.0,Sumidouro,18.286
RJ,33.0,5752.0,Tanguá,31.169
RJ,33.0,5802.0,Teresópolis,189.036
RJ,33.0,5901.0,Trajano de Moraes,10.303
RJ,33.0,6008.0,Três Rios,76.789
RJ,33.0,6107.0,Valença,72.264
RJ,33.0,6156.0,Varre-Sai,10.209
RJ,33.0,6206.0,Vassouras,38.081
RJ,33.0,6305.0,Volta Redonda,270.543
SP,35.0,105.0,Adamantina,34.357
SP,35.0,204.0,Adolfo,4.339
SP,35.0,303.0,Aguaí,31.561
SP,35.0,402.0,Águas da Prata,7.075
SP,35.0,501.0,Águas de Lindóia,18.859
SP,35.0,550.0,Águas de Santa Bárbara,7.118
SP,35.0,600.0,Águas de São Pedro,3.097
SP,35.0,709.0,Agudos,37.525
SP,35.0,758.0,Alambari,6.086
SP,35.0,808.0,Alfredo Marcondes,4.458
SP,35.0,907.0,Altair,3.383
SP,35.0,1004.0,Altinópolis,16.845
SP,35.0,1103.0,Alto Alegre,3.837
SP,35.0,1152.0,Alumínio,17.17
SP,35.0,1202.0,Álvares Florence,3.881
SP,35.0,1301.0,Álvares Machado,27.361
SP,35.0,1400.0,Álvaro de Carvalho,4.716
SP,35.0,1509.0,Alvinlândia,2.893
SP,35.0,1608.0,Americana,243.674
SP,35.0,1707.0,Américo Brasiliense,31.996
SP,35.0,1806.0,Américo de Campos,5.79
SP,35.0,1905.0,Amparo,69.952
SP,35.0,2002.0,Analândia,4.577
SP,35.0,2101.0,Andradina,59.464
SP,35.0,2200.0,Angatuba,23.928
SP,35.0,2309.0,Anhembi,5.659
SP,35.0,2408.0,Anhumas,4.005
SP,35.0,2507.0,Aparecida,32.927
SP,35.0,2606.0,Aparecida d'Oeste,4.03
SP,35.0,2705.0,Apiaí,24.978
SP,35.0,2754.0,Araçariguama,22.673
SP,35.0,2804.0,Araçatuba,213.929
SP,35.0,2903.0,Araçoiaba da Serra,32.922
SP,35.0,3000.0,Aramina,5.419
SP,35.0,3109.0,Arandu,6.654
SP,35.0,3158.0,Arapeí,2.469
SP,35.0,3208.0,Araraquara,250.304
SP,35.0,3307.0,Araras,131.3
SP,35.0,3356.0,Arco-Íris,2.044
SP,35.0,3406.0,Arealva,8.079
SP,35.0,3505.0,Areias,3.616
SP,35.0,3604.0,Areiópolis,9.805
SP,35.0,3703.0,Ariranha,7.595
SP,35.0,3802.0,Artur Nogueira,55.352
SP,35.0,3901.0,Arujá,97.595
SP,35.0,3950.0,Aspásia,1.86
SP,35.0,4008.0,Assis,100.447
SP,35.0,4107.0,Atibaia,171.672
SP,35.0,4206.0,Auriflama,13.432
SP,35.0,4305.0,Avaí,4.553
SP,35.0,4404.0,Avanhandava,11.257
SP,35.0,4503.0,Avaré,92.659
SP,35.0,4602.0,Bady Bassitt,26.991
SP,35.0,4701.0,Balbinos,3.886
SP,35.0,4800.0,Bálsamo,9.598
SP,35.0,4909.0,Bananal,9.69
SP,35.0,5005.0,Barão de Antonina,3.533
SP,35.0,5104.0,Barbosa,5.623
SP,35.0,5203.0,Bariri,31.584
SP,35.0,5302.0,Barra Bonita,34.43
SP,35.0,5351.0,Barra do Chapéu,5.135
SP,35.0,5401.0,Barra do Turvo,7.318
SP,35.0,5500.0,Barretos,119.427
SP,35.0,5609.0,Barrinha,32.465
SP,35.0,5708.0,Barueri,342.613
SP,35.0,5807.0,Bastos,21.516
SP,35.0,5906.0,Batatais,59.342
SP,35.0,6003.0,Bauru,388.686
SP,35.0,6102.0,Bebedouro,75.709
SP,35.0,6201.0,Bento de Abreu,2.606
SP,35.0,6300.0,Bernardino de Campos,11.623
SP,35.0,6359.0,Bertioga,64.018
SP,35.0,6409.0,Bilac,7.31
SP,35.0,6508.0,Birigui,118.365
SP,35.0,6607.0,Biritiba Mirim,30.195
SP,35.0,6706.0,Boa Esperança do Sul,12.722
SP,35.0,6805.0,Bocaina,11.265
SP,35.0,6904.0,Bofete,9.943
SP,35.0,7001.0,Boituva,64.799
SP,35.0,7100.0,Bom Jesus dos Perdões,24.365
SP,35.0,7159.0,Bom Sucesso de Itararé,3.585
SP,35.0,7209.0,Borá,877.0
SP,35.0,7308.0,Boracéia,4.72
SP,35.0,7407.0,Borborema,13.366
SP,35.0,7456.0,Borebi,2.722
SP,35.0,7506.0,Botucatu,145.272
SP,35.0,7605.0,Bragança Paulista,181.556
SP,35.0,7704.0,Braúna,5.358
SP,35.0,7753.0,Brejo Alegre,2.561
SP,35.0,7803.0,Brodowski,25.334
SP,35.0,7902.0,Brotas,23.751
SP,35.0,8009.0,Buri,20.038
SP,35.0,8108.0,Buritama,17.203
SP,35.0,8207.0,Buritizal,4.253
SP,35.0,8306.0,Cabrália Paulista,4.299
SP,35.0,8405.0,Cabreúva,45.941
SP,35.0,8504.0,Caçapava,96.53
SP,35.0,8603.0,Cachoeira Paulista,32.39
SP,35.0,8702.0,Caconde,16.947
SP,35.0,8801.0,Cafelândia,16.478
SP,35.0,8900.0,Caiabu,3.712
SP,35.0,9007.0,Caieiras,98.6
SP,35.0,9106.0,Caiuá,5.437
SP,35.0,9205.0,Cajamar,101.5
SP,35.0,9254.0,Cajati,28.834
SP,35.0,9304.0,Cajobi,9.129
SP,35.0,9403.0,Cajuru,23.845
SP,35.0,9452.0,Campina do Monte Alegre,5.992
SP,35.0,9502.0,Campinas,"1,170,247"
SP,35.0,9601.0,Campo Limpo Paulista,81.355
SP,35.0,9700.0,Campos do Jordão,45.177
SP,35.0,9809.0,Campos Novos Paulista,4.837
SP,35.0,9908.0,Cananéia,13.615
SP,35.0,9957.0,Canas,4.954
SP,35.0,10005.0,Cândido Mota,29.53
SP,35.0,10104.0,Cândido Rodrigues,2.907
SP,35.0,10153.0,Canitar,6.369
SP,35.0,10203.0,Capão Bonito,46.215
SP,35.0,10302.0,Capela do Alto,22.679
SP,35.0,10401.0,Capivari,50.954
SP,35.0,10500.0,Caraguatatuba,132.558
SP,35.0,10609.0,Carapicuíba,406.221
SP,35.0,10708.0,Cardoso,11.288
SP,35.0,10807.0,Casa Branca,28.107
SP,35.0,10906.0,Cássia dos Coqueiros,2.777
SP,35.0,11003.0,Castilho,19.902
SP,35.0,11102.0,Catanduva,114.953
SP,35.0,11201.0,Catiguá,7.004
SP,35.0,11300.0,Cedral,11.922
SP,35.0,11409.0,Cerqueira César,21.44
SP,35.0,11508.0,Cerquilho,44.024
SP,35.0,11607.0,Cesário Lange,18.811
SP,35.0,11706.0,Charqueada,15.739
SP,35.0,11904.0,Clementina,7.005
SP,35.0,12001.0,Colina,18.411
SP,35.0,12100.0,Colômbia,6.642
SP,35.0,12209.0,Conchal,28.184
SP,35.0,12308.0,Conchas,17.184
SP,35.0,12407.0,Cordeirópolis,26.585
SP,35.0,12506.0,Coroados,5.395
SP,35.0,12605.0,Coronel Macedo,4.226
SP,35.0,12704.0,Corumbataí,4.667
SP,35.0,12803.0,Cosmópolis,59.715
SP,35.0,12902.0,Cosmorama,9.315
SP,35.0,13009.0,Cotia,289.622
SP,35.0,13108.0,Cravinhos,33.252
SP,35.0,13207.0,Cristais Paulista,9.375
SP,35.0,13306.0,Cruzália,2.086
SP,35.0,13405.0,Cruzeiro,75.592
SP,35.0,13504.0,Cubatão,128.645
SP,35.0,13603.0,Cunha,22.125
SP,35.0,13702.0,Descalvado,31.916
SP,35.0,13801.0,Diadema,404.738
SP,35.0,13850.0,Dirce Reis,1.621
SP,35.0,13900.0,Divinolândia,11.137
SP,35.0,14007.0,Dobrada,8.765
